Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Korf R.E., Schreiber E.L.","7005821872;37038354400;","Optimally scheduling small numbers of identical parallel machines",2013,"ICAPS 2013 - Proceedings of the 23rd International Conference on Automated Planning and Scheduling",,,,"144","152",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889780951&partnerID=40&md5=6273697fbd77f20cdbdb7b0413e1741e","Computer Science Department, University of California, Los Angeles, Los Angeles, CA 90095, United States","Korf, R.E., Computer Science Department, University of California, Los Angeles, Los Angeles, CA 90095, United States; Schreiber, E.L., Computer Science Department, University of California, Los Angeles, Los Angeles, CA 90095, United States","Given a set of n different jobs, each with an associated running time, and a set of k identical machines, our task is to assign each job to a machine to minimize the time to complete all jobs. In the OR literature, this is called identical parallel machine scheduling, while in AI it is called number partitioning. For eight or more machines, an OR approach based on bin packing appears best, while for fewer machines, a collection of AI search algorithms perform best. We focus here on scheduling up to seven machines, and make several new contributions. One is a new method that significantly reduces duplicate partitions for all values of k, including k = 2. Another is a new version of the Complete-Karmarkar-Karp (CKK) algorithm that minimizes the makespan. A surprising negative result is that dynamic programming is not competitive for this problem, even for k = 2. We also explore the effect of precision of values on the choice of the best algorithm. Despite the simplicity of this problem, a number of different algorithms have been proposed, and the most efficient algorithm depends on the number of jobs, the number of machines, and the precision of the running times. Copyright © 2013, Association for the Advancement of Artificial Intelligence. All rights reserved.",,"Bin packing; Identical machines; Identical parallel machines; Makespan; Number partitioning; Precision of values; Running time; Search Algorithms; Scheduling; Scheduling algorithms; Business machines",Conference Paper,"Final","",Scopus,2-s2.0-84889780951
"Friese S., Rother K.","36195354900;57213404836;","Teaching artificial intelligence using a web-based game server",2013,"ACM International Conference Proceeding Series",,,,"193","194",,6,"10.1145/2526968.2526992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889608114&doi=10.1145%2f2526968.2526992&partnerID=40&md5=08db2cfc9148615419a0f42edfb06923","University of Duisburg-Essen, Universitätsstr. 9, 45141 Essen, Germany","Friese, S., University of Duisburg-Essen, Universitätsstr. 9, 45141 Essen, Germany; Rother, K., University of Duisburg-Essen, Universitätsstr. 9, 45141 Essen, Germany","Games are a classical field of application for concepts of artificial intelligence (AI). We outline a didactic concept for teaching AI to Business Information Systems students at the university level and a web-based game server that was implemented to support this concept. Our results show an improved engagement of students as well as a flexible technical basis for AI education and AI research which can be applied in various learning and research contexts. © 2013 Authors.","AI education; artificial intelligence; game server; games; server; teaching","Business information systems; Classical fields; Game servers; games; University levels; Artificial intelligence; Internet; Research; Servers; Teaching; Websites; Students",Conference Paper,"Final","",Scopus,2-s2.0-84889608114
"Novakovic D., Huemer C.","55949135100;6701737850;","Context aware business documents modeling",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8175 LNAI",,,"357","363",,1,"10.1007/978-3-642-40972-1_29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889602914&doi=10.1007%2f978-3-642-40972-1_29&partnerID=40&md5=8f85aed55d2169e5764e40e3f6b436a4","Institute of Software Technology and Interactive Systems, Vienna University of Technology, Favoritenstrasse 9-11/188, A-1040 Vienna, Austria","Novakovic, D., Institute of Software Technology and Interactive Systems, Vienna University of Technology, Favoritenstrasse 9-11/188, A-1040 Vienna, Austria; Huemer, C., Institute of Software Technology and Interactive Systems, Vienna University of Technology, Favoritenstrasse 9-11/188, A-1040 Vienna, Austria","The reliable, efficient and seamless exchange of business information is essential for a successful execution of the interwoven business processes. However, development of the contents for electronic data exchange is time consuming and usually can not follow the agile demands of the today's business. If we could contextualize the pieces of the currently valid business information, we could predict its possible context specific variations. Therefore, the business contextual knowledge in which the already existing data contents are valid could be exploited to (semi-) automatically generate new, more homogeneous contents for electronic data interchange. © 2013 Springer-Verlag.","(semi-) automatic generation of e-business documents; business context; business context aware documents; business context model","Business contexts; Business documents; Business information; Business Process; Contextual knowledge; Data contents; eBusiness; Electronic data exchange; Artificial intelligence; Computer science; Electronic data interchange",Conference Paper,"Final","",Scopus,2-s2.0-84889602914
"Novakovic D., Huemer C., Pichler C.","55949135100;6701737850;57196059860;","Context model for business context sensitive business documents",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","8175 LNAI",,,"336","342",,3,"10.1007/978-3-642-40972-1_26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889564303&doi=10.1007%2f978-3-642-40972-1_26&partnerID=40&md5=e081c9c2d031053680faa6756c2cf94f","Institute of Software Technology and Interactive Systems, Vienna University of Technology, Favoritenstrasse 9-11/188, A-1040 Vienna, Austria","Novakovic, D., Institute of Software Technology and Interactive Systems, Vienna University of Technology, Favoritenstrasse 9-11/188, A-1040 Vienna, Austria; Huemer, C., Institute of Software Technology and Interactive Systems, Vienna University of Technology, Favoritenstrasse 9-11/188, A-1040 Vienna, Austria; Pichler, C., Institute of Software Technology and Interactive Systems, Vienna University of Technology, Favoritenstrasse 9-11/188, A-1040 Vienna, Austria","One and the same inter-organizational business process - such as e-procurement - may be executed differently in different industries, geopolitical regions, etc. Thus, a standardized reference model for inter-organizational business processes must be customized to the specific business context (industry, region, etc.). In order to share, search, and (partially) re-use context specific adaptations it is essential not only to store the adaptations, but also a business context model where these adaptations are valid. In this paper we describe the Unified Context Model (UCM) introduced by the United Nations Centre for Trade Facilitation and Electronic Business (UN/CEFACT). We explain the shortcomings of the approach and show how these can be undermined by our Enhanced Unified Context Model (E-UCM). The enhanced model serves as a basis for contextualizing business documents which are exchanged between different inter-organizational business processes. Having such an approach at hand, helps prevent negative trends in today's business, such as interoperability issues, inconsistencies and heterogeneous interpretations of the exchanged data contents. © 2013 Springer-Verlag.","annotation method for digital business ecosystems; business context; business context aware e-documents; business context modeling","Business contexts; Digital business ecosystems; e-Documents; Electronic business; Interorganizational business process; Reference modeling; Specific adaptations; Trade facilitation; Artificial intelligence; Computer science",Conference Paper,"Final","",Scopus,2-s2.0-84889564303
"Araújo F., Moraes L., Santana A., Neto P.S., Adeodato P., Leão E.","57226679845;55949656100;25641528900;8894963200;6602785401;23668252600;","Evaluation of the use of computational intelligence techniques in medical claim processes of a health insurance company",2013,"Proceedings of CBMS 2013 - 26th IEEE International Symposium on Computer-Based Medical Systems",,,"6627759","23","28",,,"10.1109/CBMS.2013.6627759","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889006956&doi=10.1109%2fCBMS.2013.6627759&partnerID=40&md5=d0218df1547e935197c1fab4be249c77","Departamento de Computação, Universidade Federal do Piauí (UFPI), Teresina, Brazil; Centro de Informática, Universidade Federal de Pernambuco (UFPE), Recife, Brazil; Faculty of Engineering, University of Porto, Porto, Portugal","Araújo, F., Departamento de Computação, Universidade Federal do Piauí (UFPI), Teresina, Brazil; Moraes, L., Centro de Informática, Universidade Federal de Pernambuco (UFPE), Recife, Brazil; Santana, A., Departamento de Computação, Universidade Federal do Piauí (UFPI), Teresina, Brazil; Neto, P.S., Departamento de Computação, Universidade Federal do Piauí (UFPI), Teresina, Brazil; Adeodato, P., Centro de Informática, Universidade Federal de Pernambuco (UFPE), Recife, Brazil; Leão, E., Departamento de Computação, Universidade Federal do Piauí (UFPI), Teresina, Brazil, Faculty of Engineering, University of Porto, Porto, Portugal","Brazil has one of the largest private healthcare markets in the world. However, it appears that many indicators of our health insurance companies (including consultations, tests, hospitalizations, etc.) are well above the established international standards. This indicates that many appointments and tests are being carried out without need, generating unnecessary costs on businesses and making the service offered more expensive. In this paper, computational intelligence techniques were used to model the behavior of medical reviewers - professionals who assess whether medical requests should be allowed or not. For the generation of knowledge, a database from a nonprofitable health insurance company containing more than one million records collected since the year 2007 was used. Promising experimental results are presented, indicating that the techniques used can support medical reviewers. © 2013 IEEE.",,"Computational intelligence techniques; Health care markets; Insurance companies; International standards; Medical claims; Artificial intelligence; Health insurance",Conference Paper,"Final","",Scopus,2-s2.0-84889006956
"Weiquan X., Houkui W.","56160934400;56160680900;","The design research of data security model based on public cloud",2013,"Proceedings - 9th International Conference on Computational Intelligence and Security, CIS 2013",,,"6746501","607","609",,3,"10.1109/CIS.2013.133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900647606&doi=10.1109%2fCIS.2013.133&partnerID=40&md5=2cfdea95ceafaa31fb1250f7a50ca009","Guangxi Teachers Educational University, Network Information Safety Institute, Nanning, China","Weiquan, X., Guangxi Teachers Educational University, Network Information Safety Institute, Nanning, China; Houkui, W., Guangxi Teachers Educational University, Network Information Safety Institute, Nanning, China","Public cloud data security in cloud computing is due to the data stored in the cloud. It's in a low cost and high efficiency, also bring the data the possibility of abuse. Therefore, in this paper, researching the model respond to threats based on the analysis of threats to public cloud factors, and puts forward the user management, data security, data center hardware and software security and control transfer to strengthen the data security of the public cloud. And to find the balance between risk and business mission. © 2013 IEEE.","Data security; Model design; Public cloud","Data centers; Data security models; Design research; Hardware and software; Low costs; Model design; Public clouds; User management; Artificial intelligence; Security of data",Conference Paper,"Final","",Scopus,2-s2.0-84900647606
"Li Z., Liang P., Zhao Y., He K.","57278606300;24923262400;57196239132;7202010744;","MFI based interoperability measurement of business models in service-based enterprises",2013,"Proceedings - 9th International Conference on Computational Intelligence and Security, CIS 2013",,,"6746418","358","362",,3,"10.1109/CIS.2013.82","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900637190&doi=10.1109%2fCIS.2013.82&partnerID=40&md5=cee5cd655631e8756a9d4afe07ba93d2","College of Computer and Information Technology, China Three Gorges University, Yichang, China; State Key Lab of Software Engineering, Wuhan University, Wuhan, China","Li, Z., College of Computer and Information Technology, China Three Gorges University, Yichang, China; Liang, P., State Key Lab of Software Engineering, Wuhan University, Wuhan, China; Zhao, Y., State Key Lab of Software Engineering, Wuhan University, Wuhan, China; He, K., State Key Lab of Software Engineering, Wuhan University, Wuhan, China","Various business models of service-based enterprise exist and are currently used in industry, whilst their definitions, structures, functions, and supporting tools are quite different from each other. For interoperability, the partial semantic interoperability between heterogeneous business models is challenging to achieve. Almost all of the enterprise business models can be described from the four major dimensions: Role, Goal, Process, Service (RGPS), consequently in this paper, a business model of service-based enterprise is actually a specific RGPS model, an approach for measuring the interoperability of RGPS models is proposed. At first, the RGPS interoperability features framework is constructed based on Meta-model Framework of Interoperability (MFI), and it is specified to be the interoperability features set of RGPS models, secondly, the interoperability features set and a mathematical method are proposed to identify and quantify a RGPS model and its interoperability features, then the model instance of the RGPS model is produced, next, we calculate the similarity between two model instances, and obtain the measuring results of interoperability between corresponding RGPS models, which is used to build the interoperability measurement matrix of RGPS models set. © 2013 IEEE.","Heterogeneous business models; Interoperability features; Interoperability measurement; MFI; Service-based enterprise","Business modeling; Business models; Mathematical method; Measurement matrix; MFI; Semantic interoperability; Service-based; Supporting tool; Artificial intelligence; Industry; Semantics; Interoperability",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84900637190
"Chen L., Zhang G.","57155143100;55738913600;","A petri net approach to reliable execution for web service composition",2013,"Proceedings - 9th International Conference on Computational Intelligence and Security, CIS 2013",,,"6746365","105","109",,3,"10.1109/CIS.2013.29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900609458&doi=10.1109%2fCIS.2013.29&partnerID=40&md5=1c7cf732d493a035bb3714e418c9b6c1","College of Mathematics and Information Science, Network Engineering Technology Center, Weinan Normal University, Weinan, 714000, China","Chen, L., College of Mathematics and Information Science, Network Engineering Technology Center, Weinan Normal University, Weinan, 714000, China; Zhang, G., College of Mathematics and Information Science, Network Engineering Technology Center, Weinan Normal University, Weinan, 714000, China","With development of SOA, the complex problem can be solved by combining available individual services and ordering them to best suit user's requirements. Web services composition is widely used to business environment. With the features of inherent autonomy and heterogeneity for component Web services it is difficult to predict the behaviors of the overall composite service. Therefore, transactional properties and non-functional quality of service (QoS) properties are crucial for selecting the web services to take part in the composition. Transactional properties ensure reliability of composite Web service, and QoS properties can identify the best candidate web services from a set of functionally-equivalent services. In this paper we define a Colored Petri Net (CPN) model which involves transactional properties of Web services in the composition process. To ensure reliable and correct execution, unfolding processes of the CPN are followed. The execution of transactional composition Web service (TCWS) is formalized by CPN properties. © 2013 IEEE.","Petri Net; Reliable; SOA; Web service","Business environments; Composite Web services; Reliable; Reliable execution; SOA; Transactional properties; Web service composition; Web services composition; Artificial intelligence; Petri nets; Quality of service; Web services; Websites",Conference Paper,"Final","",Scopus,2-s2.0-84900609458
"Barenji R.V.","55617146300;","Towards a capability-based decision support system for a manufacturing shop",2013,"IFIP Advances in Information and Communication Technology","408",,,"220","227",,12,"10.1007/978-3-642-40543-3_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897770018&doi=10.1007%2f978-3-642-40543-3_24&partnerID=40&md5=f621df69d98c83a591ed2aa49d9a8e3d","Department of Mechanical Engineering, Eastern Mediterranean University, Famagusta, KKTC, Via 10 Mersin, Turkey","Barenji, R.V., Department of Mechanical Engineering, Eastern Mediterranean University, Famagusta, KKTC, Via 10 Mersin, Turkey","To succeed, long term organizations must compete efficiently and out-perform their competitors in a dynamic environment. To survive in this competition, identification, classification and management of organizational capabilities are vital. This paper presents a methodology for developing a system to store, manage, and maintain intra-organizational capabilities for decision making processes on resources, processes and strategies for business opportunities. The proposed methodology is explored in an educational manufacturing cell. © IFIP International Federation for Information Processing 2013.","Capability; Decision support system; Structural modeling","Business opportunities; Capability; Decision making process; Dynamic environments; Organizational capabilities; Structural modeling; Decision support systems; Virtual corporation; Artificial intelligence",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-84897770018
"Lu Y., Gupta A., Ketter W., van Heck E.","55344564200;7410387545;6506124372;55903215400;","Designing intelligent software agents for B2B sequential dutch auctions: A structural econometric approach",2013,"International Conference on Information Systems (ICIS 2013): Reshaping Society Through Information Systems Design","2",,,"1073","1089",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897726538&partnerID=40&md5=e53b93f3e0bd90e93b1b852211186b2e","Rotterdam School of Management, Erasmus University, Rotterdam, Netherlands; Carlson School of Management, University of Minnesota, Minneapolis, United States","Lu, Y., Rotterdam School of Management, Erasmus University, Rotterdam, Netherlands; Gupta, A., Carlson School of Management, University of Minnesota, Minneapolis, United States; Ketter, W., Rotterdam School of Management, Erasmus University, Rotterdam, Netherlands; van Heck, E., Rotterdam School of Management, Erasmus University, Rotterdam, Netherlands","We study multi-unit sequential Dutch auctions in a complex B2B context. Using a large real-world dataset, we apply structural econometric analysis to recover the parameters governing the distribution of bidders' valuations. The identification of these parameters allows us to simulate auction results under different designs and perform policy counterfactuals. We also develop a dynamic optimization approach to guide the setting of key auction parameters. Given the bounded rationality of human decision makers, we propose to augment auctioneers' capabilities with high performance decision support tools in the form of software agents. Our paper contributes to both theory and practice of auction design. From the theoretical perspective, this is the first study that explicitly models the sequential aspects of Dutch auctions using structural econometric analysis. From the managerial perspective, this paper offers useful implications to business practitioners for complex decision making in B2B auctions. © (2013) by the AIS/ICIS Administrative Office All rights reserved.","Auction design; B2B market; Decision support systems; Dynamic programming; Multi-unit sequential auctions; Software agents; Structural modeling","Auction design; Business practitioners; Decision support tools; Dynamic optimization; Econometric analysis; Intelligent software agent; Sequential auctions; Structural modeling; Artificial intelligence; Decision making; Decision support systems; Design; Dynamic programming; Information systems; Software agents; Commerce",Conference Paper,"Final","",Scopus,2-s2.0-84897726538
"Balachandran B.M.","57212521614;","Development of a decision support system for hybrid and cloud computing",2013,"Frontiers in Artificial Intelligence and Applications","255",,,"187","196",,1,"10.3233/978-1-61499-264-6-187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896879945&doi=10.3233%2f978-1-61499-264-6-187&partnerID=40&md5=df67bccc8dc17db8648fe0bc5e22cc6b","Faculty of Education, Science, Technology and Mathematics, University of Canberra, Canberra, ACT, 2601, Australia","Balachandran, B.M., Faculty of Education, Science, Technology and Mathematics, University of Canberra, Canberra, ACT, 2601, Australia","Cloud computing is undoubtedly one of the most widely discussed innovations of the last decade. The governance and enterprise architecture to obtain repeatable, scalable and secure business outcomes from cloud computing is still greatly undefined. In this paper we present a Cloud Computing Tipping Point (C2TP) framework that not only considers financial motivations, but also business initiatives, IT governance structures, IT operational control structures and technical architecture requirements to evaluate the benefits regarding cloud investment. This model can be leveraged by an ICT organization to evaluate the 'tipping point' where the organization can make an informative decision to embrace cloud computing at the expense of on-premise hosting options. The model is a service centric framework created by mapping cloud computing attributes with industry best practices such as ValIT, Control Objectives for Information and related Technology (COBIT) and Information Technology Infrastructure Library (ITIL). This paper discusses the development of the C2TP model in detail with its findings. © 2013 The authors and IOS Press.","Cloud computing; Cloud computing value model; Could enterprise architecture","Business outcomes; Control objectives for information and related technologies; Enterprise Architecture; Financial motivation; Information technology infrastructure library (ITIL); Operational control; Technical architecture; Value model; Artificial intelligence; Cloud computing; Decision support systems; Information technology",Conference Paper,"Final","",Scopus,2-s2.0-84896879945
